id_x,host_id,host_response_rate,host_is_superhost,host_listings_count,accommodates,bathrooms,bedrooms,beds,price,avg_rating,number_of_reviews,neighbourhood_cleansed,property_type,neighbourhood_cleansed_freq,property_type_freq
44077,193005,1.0,1,2.0,2.0,1.0,1.0,2.0,76.0,4.827142857142857,144400,Dn Laoghaire-Rathdown,Private room in bungalow,0.13506965475469412,0.006662628709872804
85156,193005,1.0,1,2.0,2.0,1.5,1.0,1.0,91.0,4.804285714285714,117649,Dn Laoghaire-Rathdown,Private room in bungalow,0.13506965475469412,0.006662628709872804
159889,766611,1.0,0,3.0,1.0,2.0,1.0,1.0,45.0,4.755714285714285,202500,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
165828,790601,0.75,0,4.0,5.0,1.0,1.0,3.0,256.0,4.691428571428572,7056,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
165829,790601,0.75,0,4.0,5.0,1.0,1.0,3.0,228.0,4.681428571428571,7225,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
237465,1245198,1.0,0,3.0,2.0,1.5,1.0,1.0,74.0,4.615714285714286,337561,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
245903,1289720,1.0,1,1.0,1.0,1.5,1.0,1.0,30.0,4.8985714285714295,2401,South Dublin,Private room in home,0.06117504542701393,0.20714718352513628
292757,1515549,1.0,1,1.0,9.0,2.5,4.0,5.0,130.0,4.921428571428571,240100,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
302554,1557844,1.0,0,8.0,5.0,1.0,1.0,2.0,197.0,4.741428571428571,6084,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
302634,1557844,1.0,0,8.0,2.0,1.0,1.0,2.0,105.0,4.691428571428572,31684,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
333950,1607393,1.0,1,2.0,2.0,1.0,1.0,1.0,98.0,4.782857142857144,88804,Dublin City,Private room in townhouse,0.6807995154451847,0.03331314354936402
374792,790601,0.75,0,4.0,4.0,1.0,1.0,3.0,239.0,4.607142857142857,1369,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
419987,1557844,1.0,0,8.0,6.0,1.0,1.0,3.0,224.0,4.762857142857143,31684,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
424596,2110301,1.0,1,4.0,3.0,1.0,1.0,1.0,148.0,4.837142857142857,442225,Dublin City,Entire loft,0.6807995154451847,0.006662628709872804
426326,766611,1.0,0,3.0,3.0,2.0,3.0,3.0,125.0,4.677142857142856,71289,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
427077,2110301,1.0,1,4.0,3.0,1.0,1.0,1.0,157.0,4.808571428571428,380689,Dublin City,Entire loft,0.6807995154451847,0.006662628709872804
427495,766611,1.0,0,3.0,2.0,2.0,17.0,1.0,110.0,4.662857142857143,35344,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
451611,1607393,1.0,1,2.0,2.0,1.0,1.0,1.0,157.0,4.718571428571429,425104,Dublin City,Entire condo,0.6807995154451847,0.08661417322834646
468082,2115318,1.0,1,3.0,5.0,0.0,2.0,3.0,135.0,4.791428571428571,171396,South Dublin,Private room in home,0.06117504542701393,0.20714718352513628
522667,2110301,1.0,1,4.0,3.0,1.0,1.0,1.0,148.0,4.825714285714286,294849,Dublin City,Entire loft,0.6807995154451847,0.006662628709872804
526767,2340296,1.0,1,3.0,3.0,1.0,0.0,2.0,180.0,4.915714285714286,490000,Dublin City,Entire loft,0.6807995154451847,0.006662628709872804
592840,2115318,1.0,1,3.0,1.0,1.5,1.0,1.0,74.0,4.921428571428572,15876,South Dublin,Private room in home,0.06117504542701393,0.20714718352513628
631270,3125619,1.0,1,2.0,1.0,1.0,1.0,2.0,111.0,4.882857142857143,4356,Dublin City,Private room in townhouse,0.6807995154451847,0.03331314354936402
654589,3244025,1.0,0,2.0,4.0,1.0,2.0,3.0,200.0,4.812857142857143,450241,Dublin City,Entire condo,0.6807995154451847,0.08661417322834646
690119,3525420,1.0,1,1.0,4.0,2.0,2.0,2.0,365.0,4.868571428571428,63001,Dn Laoghaire-Rathdown,Entire cottage,0.13506965475469412,0.01150817686250757
726011,3755932,1.0,1,1.0,3.0,1.5,1.0,2.0,146.0,4.925714285714286,51529,Fingal,Entire rental unit,0.12295578437310721,0.21562689279224712
726075,3756388,1.0,0,10.0,5.0,2.5,3.0,5.0,125.0,4.678571428571429,16,Dublin City,Entire townhouse,0.6807995154451847,0.03210175651120533
742656,3888023,0.83,0,2.0,2.0,0.5,1.0,1.0,70.0,4.677142857142857,245025,Dublin City,Private room in rental unit,0.6807995154451847,0.04118715929739552
871174,4592908,1.0,0,3.0,3.0,1.0,1.0,3.0,62.0,4.618571428571428,131769,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
998407,1245198,1.0,0,3.0,2.0,1.0,0.0,1.0,64.0,4.497142857142856,122500,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
999963,5497230,1.0,0,2.0,6.0,2.5,3.0,8.0,405.0,4.884285714285714,121,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
1086416,5971713,1.0,1,1.0,2.0,1.0,1.0,1.0,136.0,4.86,88209,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
1173029,3448346,1.0,1,1.0,4.0,2.0,2.0,2.0,320.0,4.834285714285714,255025,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
1207950,6593571,1.0,1,1.0,8.0,2.5,4.0,4.0,390.0,4.944285714285714,10404,Dn Laoghaire-Rathdown,Entire home,0.13506965475469412,0.18655360387643852
1270261,474328,0.67,0,1.0,6.0,2.0,1.0,6.0,50.0,4.8585714285714285,169,Fingal,Private room in home,0.12295578437310721,0.20714718352513628
1364560,6977448,1.0,0,2.0,2.0,1.0,1.0,2.0,100.0,4.759999999999999,29241,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
1407832,5818278,1.0,0,1.0,6.0,3.0,4.0,4.0,444.0,4.909999999999999,4225,Dn Laoghaire-Rathdown,Entire home,0.13506965475469412,0.18655360387643852
1466234,5940448,1.0,1,1.0,1.0,1.5,1.0,1.0,56.0,4.771428571428571,52441,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
1559929,3745350,1.0,0,2.0,1.0,1.0,1.0,1.0,85.0,4.938571428571429,4356,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
1596451,6219661,1.0,0,1.0,8.0,3.0,3.0,4.0,1000.0,4.448571428571428,324,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
1600779,3745350,1.0,0,2.0,2.0,1.0,1.0,1.0,110.0,4.897142857142858,6241,Dublin City,Private room in townhouse,0.6807995154451847,0.03331314354936402
1906221,9084049,1.0,1,3.0,2.0,1.0,1.0,1.0,138.0,4.8742857142857146,362404,Dublin City,Private room in condo,0.6807995154451847,0.04784978800726832
1943366,1557844,1.0,0,8.0,6.0,1.0,1.0,2.0,224.0,4.797142857142857,27225,Dublin City,Entire condo,0.6807995154451847,0.08661417322834646
1963074,10124896,1.0,0,1.0,2.0,1.0,1.0,1.0,125.0,4.9399999999999995,611524,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
2026810,6782586,0.92,0,2.0,1.0,1.5,3.0,1.0,58.0,4.791428571428571,147456,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
2164444,11013512,0.9,0,3.0,2.0,1.0,1.0,1.0,91.0,4.6414285714285715,321489,Dublin City,Private room in townhouse,0.6807995154451847,0.03331314354936402
2283713,3888023,0.83,0,2.0,2.0,0.5,1.0,1.0,79.0,4.728571428571428,136900,Dublin City,Private room in rental unit,0.6807995154451847,0.04118715929739552
2345315,11976922,1.0,0,3.0,2.0,1.0,1.0,1.0,60.0,4.74,51984,Dublin City,Private room in townhouse,0.6807995154451847,0.03331314354936402
2394893,12173057,1.0,1,3.0,2.0,1.5,1.0,1.0,104.0,4.9314285714285715,72361,Dublin City,Private room in bed and breakfast,0.6807995154451847,0.014536644457904301
2415104,5580678,1.0,1,6.0,6.0,1.5,2.0,4.0,360.0,4.872857142857144,82369,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
2427857,12173057,1.0,1,3.0,2.0,1.0,1.0,0.0,102.0,4.935714285714285,74529,Dublin City,Private room in townhouse,0.6807995154451847,0.03331314354936402
2471794,12640966,0.9,1,1.0,2.0,1.5,1.0,2.0,110.0,4.892857142857143,27556,Dn Laoghaire-Rathdown,Private room in townhouse,0.13506965475469412,0.03331314354936402
2574203,13054321,1.0,1,1.0,1.0,1.0,1.0,1.0,58.0,4.894285714285714,322624,Dublin City,Private room in townhouse,0.6807995154451847,0.03331314354936402
2657582,8331433,0.83,0,1.0,2.0,1.0,1.0,1.0,65.0,4.892857142857143,400,Dublin City,Private room in condo,0.6807995154451847,0.04784978800726832
2686112,13748399,0.8,0,1.0,2.0,2.0,1.0,1.0,110.0,4.680000000000001,8464,Dublin City,Private room in rental unit,0.6807995154451847,0.04118715929739552
2691951,11437558,1.0,0,1.0,4.0,1.0,2.0,2.0,320.0,4.937142857142857,12996,Dn Laoghaire-Rathdown,Entire guest suite,0.13506965475469412,0.01756511205330103
2734096,11211199,0.8,0,5.0,1.0,1.0,1.0,1.0,200.0,4.87,529,Dublin City,Private room in rental unit,0.6807995154451847,0.04118715929739552
2770813,14169546,0.97,0,4.0,3.0,1.5,1.0,2.0,120.0,4.765714285714284,50625,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
2791857,12173057,1.0,1,3.0,2.0,1.5,1.0,1.0,119.0,4.934285714285715,72361,Dublin City,Private room in townhouse,0.6807995154451847,0.03331314354936402
2850155,14413720,1.0,0,1.0,6.0,2.5,3.0,4.0,315.0,4.971428571428571,100,Dn Laoghaire-Rathdown,Entire home,0.13506965475469412,0.18655360387643852
2874272,1557844,1.0,0,8.0,2.0,1.0,1.0,1.0,100.0,4.7057142857142855,42436,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
3009793,790601,0.75,0,4.0,2.0,1.0,0.0,1.0,125.0,4.671428571428572,1225,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
3012532,15351872,1.0,1,5.0,6.0,1.0,2.0,4.0,135.0,4.867142857142857,37249,Fingal,Entire condo,0.12295578437310721,0.08661417322834646
3031518,14169546,0.97,0,4.0,2.0,1.5,1.0,1.0,120.0,4.772857142857142,11664,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
3042183,14169546,0.97,0,4.0,2.0,1.5,1.0,1.0,125.0,4.815714285714285,4356,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
3042237,14169546,0.97,0,4.0,1.0,1.5,1.0,1.0,70.0,4.881428571428572,21904,Dublin City,Private room in bed and breakfast,0.6807995154451847,0.014536644457904301
3096382,15369809,1.0,1,3.0,6.0,1.0,2.0,3.0,300.0,4.821428571428571,118336,Dublin City,Entire townhouse,0.6807995154451847,0.03210175651120533
3188621,16158874,1.0,0,1.0,3.0,1.5,1.0,2.0,71.0,4.6242857142857146,58081,Dublin City,Private room in condo,0.6807995154451847,0.04784978800726832
3281268,16583015,1.0,0,1.0,8.0,3.5,5.0,5.0,400.0,4.801428571428572,484,Fingal,Entire home,0.12295578437310721,0.18655360387643852
3389175,4936901,1.0,0,3.0,4.0,1.0,2.0,3.0,128.0,4.814285714285714,8464,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
3394094,7972293,1.0,1,1.0,1.0,1.0,1.0,1.0,79.0,4.838571428571428,73441,Dublin City,Private room in rental unit,0.6807995154451847,0.04118715929739552
3474511,17501731,1.0,1,1.0,2.0,1.0,1.0,1.0,116.0,4.95,573049,Dublin City,Private room in townhouse,0.6807995154451847,0.03331314354936402
3592153,17259900,1.0,1,1.0,8.0,2.0,4.0,4.0,855.0,4.837142857142857,43681,Dublin City,Entire townhouse,0.6807995154451847,0.03210175651120533
3692952,18801793,1.0,0,1.0,5.0,1.5,3.0,0.0,342.0,4.751428571428571,2500,Dublin City,Entire townhouse,0.6807995154451847,0.03210175651120533
3698469,390963,1.0,1,2.0,2.0,1.0,1.0,1.0,84.0,4.944285714285714,8836,Dn Laoghaire-Rathdown,Private room in bungalow,0.13506965475469412,0.006662628709872804
3746469,19164017,1.0,1,2.0,2.0,1.0,1.0,2.0,51.0,4.7700000000000005,35532,Dn Laoghaire-Rathdown,Private room in bed and breakfast,0.13506965475469412,0.014536644457904301
3749697,19164017,1.0,1,2.0,1.0,1.0,1.0,0.0,60.0,4.868571428571428,76729,Dn Laoghaire-Rathdown,Private room in home,0.13506965475469412,0.20714718352513628
3770752,19325587,1.0,1,5.0,2.0,1.0,1.0,1.0,86.0,4.878571428571428,159201,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
3789686,13987224,1.0,1,1.0,2.0,1.0,1.0,1.0,113.0,4.857142857142857,235225,Dublin City,Private room in rental unit,0.6807995154451847,0.04118715929739552
3841286,17290408,1.0,0,2.0,4.0,1.0,2.0,2.0,298.0,4.942857142857142,225,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
3882631,6618797,1.0,0,2.0,2.0,1.0,1.0,3.0,209.0,4.837142857142857,50625,Dublin City,Entire townhouse,0.6807995154451847,0.03210175651120533
3965249,19377734,1.0,1,4.0,4.0,2.0,1.0,5.0,77.0,4.890000000000001,70225,Fingal,Private room in home,0.12295578437310721,0.20714718352513628
3991589,20691615,1.0,1,1.0,1.0,1.0,1.0,1.0,67.0,4.901428571428572,34969,Dublin City,Private room in townhouse,0.6807995154451847,0.03331314354936402
4067786,20808038,0.9,1,3.0,4.0,1.0,2.0,2.0,200.0,4.9471428571428575,1764,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
4092157,10475485,0.0,0,2.0,2.0,1.0,4.0,4.0,49.0,4.7057142857142855,441,Dn Laoghaire-Rathdown,Private room in home,0.13506965475469412,0.20714718352513628
4160003,21013528,1.0,0,2.0,1.0,1.0,1.0,1.0,49.0,4.84857142857143,841,Dn Laoghaire-Rathdown,Private room in home,0.13506965475469412,0.20714718352513628
4177992,8760476,1.0,1,5.0,1.0,1.5,1.0,1.0,64.0,4.917142857142857,91809,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
4178309,8760476,1.0,1,5.0,2.0,1.5,1.0,1.0,65.0,4.898571428571429,82944,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
4229727,8760476,1.0,1,5.0,2.0,1.5,1.0,1.0,64.0,4.877142857142857,49284,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
4229865,8760476,1.0,1,5.0,2.0,1.5,1.0,2.0,72.0,4.911428571428572,22201,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
4310584,880723,1.0,1,3.0,2.0,1.0,1.0,1.0,80.0,4.844285714285713,29584,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
4337495,22520231,1.0,0,1.0,2.0,1.0,1.0,1.0,108.0,4.837142857142857,6400,Dublin City,Entire townhouse,0.6807995154451847,0.03210175651120533
4378260,1614756,1.0,0,1.0,1.0,1.0,1.0,1.0,73.0,4.811428571428571,27225,Dublin City,Private room in rental unit,0.6807995154451847,0.04118715929739552
4446134,23074368,1.0,1,5.0,8.0,2.0,5.0,6.0,450.0,4.835714285714286,1296,Dn Laoghaire-Rathdown,Entire home,0.13506965475469412,0.18655360387643852
4446326,23074368,1.0,1,5.0,2.0,1.5,1.0,2.0,85.0,4.785714285714286,2116,Dn Laoghaire-Rathdown,Private room in home,0.13506965475469412,0.20714718352513628
4488728,19740223,1.0,0,2.0,2.0,1.0,1.0,1.0,111.0,4.871428571428572,6084,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
4585502,13670448,1.0,1,1.0,6.0,1.0,2.0,3.0,297.0,4.765714285714286,60516,Dublin City,Entire condo,0.6807995154451847,0.08661417322834646
4604580,23860388,1.0,1,1.0,2.0,1.5,1.0,2.0,90.0,4.818571428571429,12996,Fingal,Private room in bungalow,0.12295578437310721,0.006662628709872804
4630635,23977500,1.0,1,2.0,6.0,1.0,3.0,5.0,333.0,4.761428571428572,144,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
4665890,24141249,0.97,1,7.0,4.0,2.0,2.0,2.0,145.0,4.805714285714286,84681,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
4804987,24753626,1.0,0,2.0,2.0,1.0,1.0,1.0,211.0,4.735714285714287,7056,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
4963289,25585623,1.0,1,1.0,2.0,1.0,1.0,1.0,109.0,4.954285714285715,404496,Fingal,Private room in home,0.12295578437310721,0.20714718352513628
5045518,26048219,1.0,0,1.0,3.0,1.0,2.0,2.0,148.0,4.874285714285714,6889,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
5056234,26106771,1.0,1,1.0,8.0,4.0,4.0,4.0,354.0,4.671428571428572,24025,Dn Laoghaire-Rathdown,Entire townhouse,0.13506965475469412,0.03210175651120533
5085323,26267564,0.8,0,1.0,4.0,1.0,1.0,0.0,216.0,4.142857142857143,1,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
5122717,24141249,0.97,1,7.0,2.0,1.0,1.0,1.0,112.0,4.82,105625,Dublin City,Entire condo,0.6807995154451847,0.08661417322834646
5123315,24141249,0.97,1,7.0,4.0,1.5,2.0,2.0,141.0,4.825714285714286,103041,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
5140160,24141249,0.97,1,7.0,4.0,2.0,2.0,3.0,152.0,4.771428571428571,66049,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
5140379,24141249,0.97,1,7.0,4.0,1.5,2.0,3.0,146.0,4.798571428571428,111556,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
5166238,26721551,1.0,1,3.0,2.0,2.5,1.0,1.0,40.0,4.895714285714285,9025,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
5198526,26889646,1.0,1,1.0,2.0,1.0,1.0,2.0,120.0,4.92,63504,Dublin City,Private room in condo,0.6807995154451847,0.04784978800726832
5251419,22603887,1.0,1,3.0,4.0,1.0,2.0,3.0,305.0,4.838571428571428,19600,Dublin City,Entire townhouse,0.6807995154451847,0.03210175651120533
5273761,27300935,1.0,1,1.0,2.0,1.0,1.0,2.0,49.0,4.692857142857143,93025,Dublin City,Private room in condo,0.6807995154451847,0.04784978800726832
5314113,26048716,1.0,0,2.0,10.0,2.5,5.0,6.0,750.0,4.855714285714286,1600,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
5458089,11013512,0.9,0,3.0,2.0,1.0,1.0,1.0,101.0,4.739999999999999,214369,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
5656305,29317081,1.0,0,2.0,2.0,1.0,1.0,2.0,87.0,4.475714285714285,705600,Dublin City,Private room in condo,0.6807995154451847,0.04784978800726832
5671611,200189,1.0,1,4.0,10.0,2.0,4.0,9.0,724.0,4.87,91204,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
5696906,6782586,0.92,0,2.0,1.0,1.0,1.0,1.0,66.0,4.808571428571428,79524,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
5871701,30488544,0.8,0,1.0,8.0,2.5,4.0,4.0,545.0,4.96,324,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
5893248,1557844,1.0,0,8.0,2.0,1.0,1.0,1.0,88.0,4.680000000000001,62500,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
5931145,1557844,1.0,0,8.0,2.0,0.5,1.0,1.0,100.0,4.708571428571427,41616,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
5946473,20775957,1.0,1,1.0,2.0,1.0,1.0,1.0,100.0,4.764285714285714,78400,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
6027743,31284582,0.99,0,92.0,4.0,1.0,1.0,2.0,173.0,4.6571428571428575,116964,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
6097160,2937299,1.0,1,1.0,7.0,1.0,3.0,3.0,484.0,4.778571428571429,38809,Dublin City,Entire cabin,0.6807995154451847,0.006662628709872804
6118304,6995339,1.0,0,1.0,2.0,1.0,1.0,0.0,53.0,4.642857142857143,27889,Dublin City,Private room in townhouse,0.6807995154451847,0.03331314354936402
6181296,32061719,1.0,0,1.0,3.0,1.0,2.0,2.0,87.0,4.785714285714286,4,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
6294418,18760480,1.0,1,1.0,4.0,2.0,2.0,2.0,209.0,4.9157142857142855,108241,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
6347315,7996626,1.0,0,1.0,2.0,1.0,1.0,1.0,220.0,4.837142857142857,1225,Dublin City,Entire townhouse,0.6807995154451847,0.03210175651120533
6385487,32682471,1.0,1,1.0,2.0,1.5,1.0,1.0,117.0,4.938571428571429,22201,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
6397569,19111459,1.0,0,2.0,4.0,1.0,2.0,3.0,144.0,4.634285714285714,625,Dublin City,Entire townhouse,0.6807995154451847,0.03210175651120533
6448254,32275630,0.88,1,2.0,1.0,1.5,1.0,0.0,62.0,4.8,900,Fingal,Private room in rental unit,0.12295578437310721,0.04118715929739552
6465408,33747491,1.0,1,1.0,2.0,1.0,1.0,1.0,120.0,4.901428571428572,39204,Dublin City,Entire guesthouse,0.6807995154451847,0.013325257419745608
6550308,34260787,1.0,0,2.0,2.0,1.0,1.0,0.0,113.0,4.694285714285714,95481,Dublin City,Entire guesthouse,0.6807995154451847,0.013325257419745608
6602165,777681,1.0,0,2.0,6.0,1.5,2.0,4.0,88.0,4.8914285714285715,49284,Dn Laoghaire-Rathdown,Private room in townhouse,0.13506965475469412,0.03331314354936402
6657851,34846102,0.9,1,1.0,2.0,1.0,1.0,2.0,103.0,4.854285714285715,17689,Fingal,Private room in home,0.12295578437310721,0.20714718352513628
6674154,34930809,1.0,0,1.0,6.0,2.0,3.0,4.0,349.0,4.867142857142857,441,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
6677566,33683963,1.0,1,2.0,2.0,1.0,1.0,1.0,97.0,4.921428571428571,52441,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
6677678,33683963,1.0,1,2.0,2.0,1.5,1.0,1.0,97.0,4.935714285714286,51076,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
6705101,35098622,0.8,0,2.0,1.0,1.0,2.0,1.0,60.0,4.925714285714286,14161,Fingal,Private room in home,0.12295578437310721,0.20714718352513628
6719721,25682541,1.0,0,6.0,4.0,1.0,1.0,2.0,90.0,4.6000000000000005,128164,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
6765402,18152416,1.0,1,2.0,2.0,1.0,1.0,1.0,162.0,4.957142857142857,19600,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
6781323,35500086,1.0,1,2.0,1.0,1.0,1.0,1.0,69.0,4.964285714285714,29241,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
6803316,35615400,0.8,0,1.0,2.0,1.0,1.0,1.0,60.0,4.945714285714286,25921,Dn Laoghaire-Rathdown,Private room in home,0.13506965475469412,0.20714718352513628
6806510,10351013,1.0,0,1.0,2.0,1.0,1.0,1.0,66.0,4.442857142857142,900,Dublin City,Private room in condo,0.6807995154451847,0.04784978800726832
6834535,3244025,1.0,0,2.0,4.0,1.0,2.0,2.0,250.0,4.812857142857142,212521,Dublin City,Entire condo,0.6807995154451847,0.08661417322834646
6841412,35850057,0.58,0,1.0,2.0,1.0,1.0,1.0,70.0,4.621428571428572,5329,Dn Laoghaire-Rathdown,Entire guest suite,0.13506965475469412,0.01756511205330103
6895847,29851519,1.0,1,1.0,4.0,1.0,2.0,2.0,229.0,4.8500000000000005,242064,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
7015349,14776933,1.0,0,1.0,6.0,1.5,3.0,3.0,246.0,4.9799999999999995,441,Dn Laoghaire-Rathdown,Entire home,0.13506965475469412,0.18655360387643852
7032060,29317081,1.0,0,2.0,5.0,1.0,1.0,3.0,101.0,4.645714285714286,48841,Dublin City,Entire condo,0.6807995154451847,0.08661417322834646
7132062,2110301,1.0,1,4.0,2.0,1.0,0.0,1.0,140.0,4.841428571428572,264196,Dublin City,Entire loft,0.6807995154451847,0.006662628709872804
7192680,37667901,1.0,0,1.0,4.0,2.0,2.0,2.0,139.0,4.781428571428571,4624,Dn Laoghaire-Rathdown,Entire rental unit,0.13506965475469412,0.21562689279224712
7214457,37770456,0.0,0,1.0,2.0,1.5,1.0,1.0,50.0,4.845714285714286,784,Fingal,Private room in home,0.12295578437310721,0.20714718352513628
7326322,35025079,0.5,1,1.0,2.0,1.0,0.0,1.0,135.0,4.838571428571428,1156,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
7328652,20109859,1.0,1,2.0,2.0,1.5,1.0,1.0,99.0,4.888571428571429,303601,Fingal,Entire guesthouse,0.12295578437310721,0.013325257419745608
7392224,25453853,1.0,1,2.0,7.0,4.0,5.0,6.0,558.0,4.888571428571429,1681,Dublin City,Entire townhouse,0.6807995154451847,0.03210175651120533
7450614,39020603,0.93,1,2.0,2.0,1.0,1.0,1.0,82.0,4.795714285714285,68644,Fingal,Private room in home,0.12295578437310721,0.20714718352513628
7524194,39428476,0.0,0,2.0,2.0,1.0,1.0,1.0,159.0,4.714285714285714,4,Dublin City,Private room in rental unit,0.6807995154451847,0.04118715929739552
7525262,39428476,0.0,0,2.0,2.0,1.5,1.0,1.0,144.0,5.0,1,Dublin City,Private room in rental unit,0.6807995154451847,0.04118715929739552
7542897,39522840,0.67,1,1.0,2.0,1.0,1.0,1.0,150.0,4.862857142857143,11025,Dublin City,Entire home,0.6807995154451847,0.18655360387643852
7552924,35842825,1.0,1,1.0,1.0,1.0,1.0,1.0,55.0,4.8014285714285725,35344,Fingal,Private room in bungalow,0.12295578437310721,0.006662628709872804
7586899,390963,1.0,1,2.0,2.0,1.0,1.0,1.0,84.0,4.932857142857143,34596,Dn Laoghaire-Rathdown,Private room in bungalow,0.13506965475469412,0.006662628709872804
7590197,7069462,0.68,0,20.0,5.0,2.0,3.0,4.0,208.0,4.492857142857143,15876,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
7625212,39999760,0.9,0,1.0,2.0,1.5,1.0,1.0,67.0,4.688571428571429,155236,Fingal,Private room in home,0.12295578437310721,0.20714718352513628
7630788,262875,1.0,1,5.0,4.0,1.0,2.0,3.0,234.0,4.861428571428571,117649,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
7892233,13771877,1.0,1,1.0,1.0,1.0,1.0,1.0,34.0,4.885714285714286,1849,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
7914345,7069462,0.68,0,20.0,5.0,2.0,2.0,3.0,190.0,4.517142857142857,6889,Dublin City,Entire rental unit,0.6807995154451847,0.21562689279224712
8003265,42252601,1.0,1,1.0,4.0,1.5,2.0,2.0,310.0,4.887142857142858,8100,Fingal,Castle,0.12295578437310721,0.0006056935190793458
8080563,7069462,0.68,0,20.0,12.0,4.0,5.0,8.0,326.0,4.640000000000001,86436,Fingal,Entire home,0.12295578437310721,0.18655360387643852
8097974,42762271,0.0,0,1.0,2.0,2.0,1.0,1.0,171.0,4.818571428571429,729,Dublin City,Private room in condo,0.6807995154451847,0.04784978800726832
8286998,1838069,1.0,1,1.0,2.0,1.0,1.0,1.0,77.0,4.8742857142857146,425104,Dublin City,Private room in condo,0.6807995154451847,0.04784978800726832
8352687,7069462,0.68,0,20.0,4.0,1.0,1.0,2.0,224.0,4.561428571428572,24649,Dublin City,Entire condo,0.6807995154451847,0.08661417322834646
8377038,38635813,1.0,1,2.0,1.0,2.0,4.0,4.0,68.0,4.84857142857143,25921,Dublin City,Private room in home,0.6807995154451847,0.20714718352513628
